Identity,Gender,Born_USA?,Ethnicity,Name_Change?,Genre=drama,Birth,Final,Alive,?Films,?FourStar_Films,?Wins,?Noms,FirstFilm_Year,FirstWin_Year,FirstNom_Year
701,Female,Yes,White,Yes,Yes,1880,1967,No,163,16,1,1,1914,1940,1940
702,Female,Yes,White,No,Yes,1937,2001,Yes,64,10,2,7,1960,1971,1969
703,Female,No,White,No,Yes,1941,2001,Yes,14,4,0,0,1965,,
704,Female,Yes,White,No,Yes,1912,2001,Yes,54,7,0,0,1934,,
705,Female,Yes,White,Yes,No,1914,2001,Yes,82,8,1,4,1932,1948,1946
706,Female,Yes,White,Yes,Yes,1906,1984,No,37,7,3,4,1926,1928,1928
707,Female,Yes,White,Yes,Yes,1926,2001,Yes,68,9,0,1,1947,,1960
708,Female,Yes,White,No,Yes,1943,1993,No,27,4,0,0,1962,,
709,Female,No,White,No,Yes,1939,2001,Yes,20,4,0,1,1969,,1971
710,Female,Yes,White,No,Yes,1963,2001,Yes,18,0,0,0,1982,,
711,Female,Yes,White,No,Yes,1930,1985,No,14,2,0,0,1952,,
712,Male,Yes,White,No,Yes,1939,2001,Yes,23,4,0,1,1973,,1973
713,Male,Yes,White,No,Yes,1922,2000,No,96,21,2,3,1959,1976,1976
714,Male,Yes,White,No,Yes,1900,1970,No,36,9,0,0,1920,,
715,Male,Yes,White,No,Yes,1953,2001,Yes,36,5,0,0,1979,,
716,Male,No,Multiracial,Yes,No,1919,1980,No,84,3,0,0,1940,,
717,Male,Yes,White,No,No,1965,2001,Yes,3,1,0,1,1992,,1992
718,Female,Yes,White,Yes,No,1905,1991,No,68,14,0,1,1923,,1943
719,Male,No,White,No,Yes,1897,1975,No,73,17,0,0,1924,,
720,Female,Yes,White,No,Yes,1896,1981,No,14,2,0,0,1929,,
721,Female,Yes,White,Yes,Yes,1924,1977,No,25,3,0,1,1949,,1952
722,Female,Yes,White,No,Yes,1926,2000,No,22,4,0,0,1947,,
723,Female,No,White,No,Yes,1929,2001,Yes,88,17,0,2,1944,,1948
724,Female,No,White,Yes,No,1933,2001,Yes,64,7,0,0,1965,,
725,Male,No,White,Yes,No,1932,2001,Yes,75,10,0,0,1960,,
726,Female,Yes,White,No,Yes,1932,1967,No,3,1,0,0,1960,,
727,Female,Yes,White,No,No,1922,1973,No,3,2,0,0,1950,,
728,Female,Yes,White,No,Yes,1925,2001,Yes,41,8,0,1,1941,,1945
729,Female,Yes,White,No,No,1894,1929,No,3,1,0,1,1927,,1929
730,Female,Yes,White,No,No,1949,2001,Yes,11,1,0,1,1970,,1972
731,Male,Yes,White,No,Yes,1949,2001,Yes,55,12,0,4,1969,,1971
732,Male,Yes,White,Yes,Yes,1918,1961,No,49,3,0,1,1947,,1950
733,Male,Yes,White,No,No,1944,2001,Yes,33,2,0,0,1979,,
734,Female,Yes,White,No,Yes,1960,2001,Yes,9,4,0,0,1986,,
735,Female,No,White,No,No,1939,2001,Yes,12,1,0,0,1963,,
736,Female,Yes,White,Yes,Yes,1962,2001,Yes,36,7,0,0,1979,,
737,Female,Yes,White,Yes,Yes,1919,2001,Yes,27,6,1,5,1937,1943,1943
738,Female,No,White,No,No,1958,2001,Yes,32,6,0,1,1984,,1994
739,Male,No,White,No,Yes,1944,2001,Yes,19,2,0,0,1967,,
740,Male,No,White,No,Yes,1948,2001,Yes,32,7,1,1,1979,1990,1990
741,Male,No,White,No,Yes,1944,2001,Yes,49,11,0,0,1963,,
742,Male,Yes,White,No,Yes,1935,2001,Yes,45,5,0,0,1958,,
743,Female,Yes,White,No,Yes,1949,2001,Yes,26,5,2,6,1976,1982,1982
744,Female,No,White,No,Yes,1909,1994,No,35,9,1,2,1932,1989,1945
745,Female,Yes,White,No,Yes,1864,1944,No,44,8,0,0,1916,,
746,Female,Yes,White,No,Yes,1944,2001,Yes,45,6,0,2,1969,,1978
747,Male,Yes,White,No,No,1913,1989,No,164,10,0,0,1949,,
748,Male,Yes,White,No,Yes,1953,2001,Yes,23,5,0,0,1982,,
749,Male,Yes,White,No,Yes,1922,2001,Yes,64,10,0,0,1965,,
750,Female,Yes,White,No,Yes,1919,1996,No,17,7,1,1,1954,1955,1955
751,Female,Yes,White,No,Yes,1956,2001,Yes,23,3,0,3,1985,,1995
752,Female,Yes,White,No,No,1906,1979,No,110,11,0,1,1930,,1951
753,Female,Yes,White,Yes,Yes,1904,1977,No,99,11,1,3,1925,1945,1945
754,Female,Yes,White,No,No,1962,2001,Yes,26,7,0,2,1980,,1988
755,Female,No,White,Yes,Yes,1917,2001,Yes,54,9,1,3,1935,1941,1940
756,Female,No,White,No,Yes,1921,1987,No,39,6,0,0,1941,,
757,Female,Yes,White,No,Yes,1934,1983,No,32,4,0,1,1966,,1981
758,Female,No,White,No,Yes,1926,2001,Yes,12,0,0,1,1943,,1945
759,Female,No,White,No,Yes,1929,2001,Yes,41,6,0,1,1954,,1992
760,Female,Yes,White,No,Yes,1929,1987,No,51,8,0,0,1945,,
761,Female,Yes,White,No,Yes,1924,1977,No,6,1,0,0,1946,,
762,Female,Yes,White,No,Yes,1931,2001,Yes,16,1,0,0,1949,,
763,Female,Yes,White,No,Yes,1919,1978,No,27,4,0,0,1941,,
764,Female,Yes,White,No,Yes,1902,1984,No,26,4,0,0,1937,,
765,Female,Yes,White,No,No,1934,2001,Yes,16,3,0,0,1958,,
766,Female,No,White,No,No,1946,2001,Yes,23,2,0,0,1969,,
767,Female,Yes,White,Yes,Yes,1923,1996,No,32,3,0,0,1946,,
768,Female,Yes,White,No,Yes,1930,2001,Yes,54,0,1,4,1953,1957,1957
769,Female,Yes,White,No,Yes,1953,2001,Yes,37,5,0,0,1979,,
770,Female,Yes,White,No,Yes,1923,1979,No,1,0,0,1,1966,,1966
771,Female,Yes,White,No,Yes,1962,2001,Yes,46,4,2,4,1970,1988,1976
772,Male,Yes,White,No,No,1892,1973,No,69,8,0,0,1928,,
773,Male,Yes,White,No,Yes,1944,2001,Yes,6,2,0,0,1975,,
774,Male,Yes,White,No,Yes,1913,1980,No,1,1,0,0,1971,,
775,Male,Yes,White,No,Yes,1920,2001,Yes,17,5,0,1,1949,,1955
776,Male,Yes,White,No,Yes,1943,2001,Yes,30,8,1,2,1976,1990,1980
777,Male,Yes,White,No,Yes,1937,1989,No,52,10,0,0,1972,,
778,Male,Yes,White,Yes,Yes,1932,2001,Yes,22,3,1,1,1952,1972,1972
779,Male,Yes,White,No,Yes,1933,1987,No,37,3,0,0,1959,,
780,Male,Yes,White,No,Yes,1906,1947,No,45,3,0,0,1930,,
781,Male,Yes,White,No,Yes,1941,2001,Yes,19,2,0,0,1976,,
782,Male,No,White,No,Yes,1901,1992,No,67,8,0,0,1933,,
783,Male,Yes,White,No,Yes,1916,1989,No,19,3,0,0,1951,,
784,Male,Yes,White,No,No,1914,1986,No,13,3,0,0,1956,,
785,Male,Yes,White,No,No,1948,2001,Yes,29,5,0,0,1971,,
786,Male,Yes,White,No,Yes,1929,1989,No,45,13,0,1,1953,,1967
787,Male,Yes,White,No,Yes,1915,2001,Yes,14,1,0,0,1932,,
788,Male,Yes,White,Yes,Yes,1918,1971,No,8,1,0,1,1945,,1945
789,Male,Yes,White,Yes,Yes,1915,1992,No,121,13,0,0,1941,,
790,Male,Yes,White,No,No,1940,2001,Yes,13,2,0,0,1970,,
791,Male,Yes,White,Yes,Yes,1913,1952,No,42,13,0,2,1924,,1938
792,Male,No,White,No,Yes,1904,2000,No,117,35,1,2,1929,1981,1964
793,Male,Yes,White,No,Yes,1914,1955,No,36,5,0,0,1943,,
794,Male,No,White,No,Yes,1902,1988,No,60,17,1,1,1944,1973,1973
795,Male,No,White,No,Yes,1940,2001,Yes,78,15,0,2,1962,,1978
796,Male,Yes,White,No,Yes,1906,1987,No,109,34,0,1,1923,,1963
797,Male,Yes,White,No,Yes,1906,1968,No,69,10,0,0,1935,,
798,Male,No,White,No,Yes,1914,1992,No,139,8,0,1,1942,,1949
799,Male,Yes,White,No,Yes,1916,2000,No,60,10,0,0,1940,,
800,Male,No,White,No,No,1912,1983,No,119,8,0,0,1949,,
801,Male,Yes,White,No,Yes,1945,2001,Yes,55,6,0,2,1972,,1982
802,Male,No,White,Yes,Yes,1898,1988,No,83,7,0,0,1927,,
803,Male,No,White,No,Yes,1940,2001,Yes,38,8,0,0,1961,,
804,Male,Yes,White,No,Yes,1953,2001,Yes,41,9,0,2,1980,,1984
805,Male,Yes,White,No,Yes,1907,1984,No,54,9,0,1,1947,,1970
806,Male,Yes,White,No,Yes,1892,1960,No,170,11,0,0,1924,,
807,Male,No,White,No,Yes,1908,2001,Yes,121,14,1,1,1932,1970,1970
808,Male,Yes,White,No,Yes,1938,2001,Yes,47,6,0,0,1970,,
809,Male,Yes,White,No,Yes,1937,2001,Yes,48,0,0,0,1965,,
810,Male,No,White,Yes,Yes,1899,1987,No,139,21,0,0,1931,,
811,Male,Yes,White,No,Yes,1949,2001,Yes,55,7,0,0,1958,,
812,Male,Yes,White,No,No,1944,2001,Yes,30,4,0,0,1970,,
813,Male,Yes,White,Yes,Yes,1931,1995,No,35,5,0,0,1950,,
814,Male,Yes,White,No,Yes,1954,2001,Yes,32,6,0,2,1975,,1977
815,Male,No,White,No,Yes,1935,2001,Yes,75,6,0,0,1958,,
816,Male,Yes,White,Yes,No,1907,1979,No,212,28,1,2,1926,1969,1949
817,Male,No,White,No,Yes,1937,2001,Yes,50,5,0,0,1952,,
818,Male,Yes,White,No,No,1942,2001,Yes,5,0,0,0,1964,,
819,Male,Yes,White,No,No,1957,2001,Yes,23,3,0,0,1986,,
820,Male,Yes,White,No,Yes,1938,2001,Yes,35,9,1,3,1967,1978,1969
821,Male,No,White,Yes,Yes,1909,1992,No,96,13,1,3,1946,1950,1948
822,Male,No,White,No,Yes,1902,1982,No,66,3,0,0,1927,,
823,Male,No,White,Yes,Yes,1897,1975,No,59,4,0,0,1931,,
824,Male,Yes,White,No,Yes,1927,2001,Yes,56,6,0,0,1960,,
825,Male,Yes,White,No,Yes,1920,2001,Yes,60,12,0,0,1946,,
826,Male,No,White,No,Yes,1895,1964,No,53,11,1,1,1920,1937,1937
827,Female,Yes,White,Yes,No,1884,1957,No,5,2,1,1,1932,1950,1950
828,Male,Yes,White,No,Yes,1946,2001,Yes,34,8,0,0,1971,,
829,Female,No,White,Yes,Yes,1898,1993,No,31,5,0,0,1918,,
830,Female,Yes,White,Yes,Yes,1907,1997,No,124,8,0,0,1925,,
831,Female,Yes,White,No,Yes,1932,1987,No,29,6,0,0,1951,,
832,Female,No,White,No,Yes,1919,2001,Yes,8,3,0,2,1941,,1963
833,Male,Yes,White,No,Yes,1947,1998,No,43,10,0,0,1983,,
834,Female,Yes,Multiracial,No,Yes,1922,2001,Yes,30,4,0,1,1949,,1949
835,Male,Yes,White,No,Yes,1935,2001,Yes,24,5,0,1,1971,,1980
836,Male,Yes,White,No,Yes,1915,1974,No,19,0,0,0,1949,,
837,Female,No,White,No,Yes,1934,2001,Yes,28,8,1,3,1964,1998,1986
838,Female,No,White,No,Yes,1898,1992,No,35,8,0,1,1933,,1940
839,Female,No,White,No,No,1912,1974,No,41,5,0,0,1939,,
840,Female,No,White,No,Yes,1955,2001,Yes,29,7,0,2,1977,,1984
841,Female,Yes,White,Yes,No,1922,1969,No,60,15,0,2,1936,,1954
842,Female,Yes,White,Yes,No,1922,1965,No,15,4,1,1,1938,1950,1950
843,Female,Yes,White,No,Yes,1967,2001,Yes,30,6,1,3,1984,2000,1989
844,Male,No,White,No,Yes,1957,2001,Yes,40,3,0,0,1982,,
845,Female,Yes,White,No,Yes,1961,2001,Yes,28,7,0,2,1989,,1997
846,Female,No,Black,Yes,No,1935,2001,Yes,27,6,1,3,1964,1964,1964
847,Female,Yes,White,No,Yes,1930,1991,No,19,5,0,0,1970,,
848,Female,Yes,White,No,Yes,1954,2001,Yes,31,1,0,0,1979,,
849,Female,No,White,No,Yes,1940,2001,Yes,38,7,1,3,1963,1965,1965
850,Female,Yes,White,No,Yes,1899,1989,No,33,4,0,0,1924,,
851,Female,Yes,White,No,Yes,1946,2001,Yes,14,4,0,0,1969,,
852,Female,Yes,White,No,Yes,1925,2001,Yes,64,8,0,1,1947,,1952
853,Female,Yes,White,No,No,1940,2001,Yes,22,6,0,0,1959,,
854,Female,No,White,No,Yes,1950,2001,Yes,22,4,0,2,1983,,1983
855,Female,No,White,No,Yes,1964,2001,Yes,24,5,1,2,1985,1996,1992
856,Female,Yes,White,No,Yes,1975,2001,Yes,26,1,0,1,1987,,1991
857,Female,Yes,White,No,Yes,1925,2001,Yes,62,5,0,0,1938,,
858,Female,Yes,White,No,Yes,1914,2001,Yes,28,3,0,0,1935,,
859,Male,Yes,White,No,Yes,1971,2001,Yes,6,1,0,1,1979,,1979
860,Female,No,White,No,Yes,1915,1967,No,16,5,0,0,1939,,
861,Female,Yes,White,Yes,Yes,1942,2001,Yes,99,8,0,1,1960,,1970
862,Female,Yes,White,Yes,Yes,1905,2001,Yes,41,7,0,0,1931,,
863,Female,Yes,White,No,No,1923,1992,No,40,4,0,0,1940,,
864,Male,Yes,Hispanic,Yes,Yes,1914,2001,Yes,76,18,1,2,1940,1951,1951
865,Female,Yes,White,No,Yes,1955,2001,Yes,19,3,0,0,1975,,
866,Female,No,White,No,Yes,1951,2001,Yes,34,2,0,1,1974,,1991
867,Female,No,White,No,Yes,1930,1993,No,43,8,0,0,1940,,
868,Female,No,White,No,Yes,1975,2001,Yes,6,3,0,2,1994,,1995
869,Female,Yes,White,No,Yes,1954,2001,Yes,22,2,0,0,1972,,
870,Female,Yes,White,No,Yes,1907,2001,Yes,65,19,4,12,1932,1933,1933
871,Female,Yes,White,No,Yes,1942,2001,Yes,39,4,0,1,1965,,1967
872,Female,Yes,White,No,Yes,1901,1981,No,42,5,0,0,1930,,
873,Female,Yes,White,No,Yes,1912,1983,No,3,1,0,0,1971,,
874,Female,Yes,White,No,No,1919,2001,Yes,106,15,0,0,1947,,
875,Female,Yes,White,No,Yes,1954,2001,Yes,52,5,0,1,1972,,1995
876,Female,Yes,White,No,No,1954,2001,Yes,27,7,0,1,1974,,1985
877,Female,Yes,White,No,Yes,1964,2001,Yes,28,3,0,0,1983,,
878,Female,Yes,White,No,No,1948,2001,Yes,15,5,0,0,1974,,
879,Female,Yes,White,No,Yes,1948,2001,Yes,37,10,1,2,1971,1990,1986
880,Female,No,White,Yes,Yes,1900,1973,No,13,3,1,1,1943,1943,1943
881,Female,No,White,No,No,1958,2001,Yes,8,2,0,0,1981,,
882,Female,No,White,Yes,Yes,1927,2001,Yes,39,3,0,1,1929,,1954
883,Female,No,White,Yes,Yes,1909,1980,No,31,3,0,0,1914,,
884,Female,Yes,White,No,No,1914,1980,No,32,4,0,1,1942,,1968
885,Female,Yes,White,No,No,1916,1988,No,28,4,0,0,1935,,
886,Male,Yes,Multiracial,No,Yes,1956,2001,Yes,37,5,0,0,1982,,
887,Male,No,White,No,Yes,1926,2001,Yes,34,6,0,0,1957,,
888,Female,Yes,White,No,No,1944,2001,Yes,11,2,0,0,1978,,
889,Female,Yes,White,No,Yes,1957,2001,Yes,28,5,0,0,1970,,
890,Male,Yes,White,No,No,1916,1978,No,2,1,0,0,1972,,
891,Male,Yes,White,No,No,1895,1962,No,60,14,0,0,1940,,
892,Male,No,White,No,Yes,1960,2001,Yes,23,5,0,1,1983,,1989
893,Male,No,White,No,Yes,1944,2001,Yes,24,5,0,0,1968,,
894,Male,Yes,White,No,No,1901,1972,No,114,4,0,0,1924,,
895,Male,Yes,White,No,No,1934,1999,No,17,1,0,0,1936,,
896,Male,Yes,White,No,Yes,1955,2001,Yes,37,8,0,1,1982,,1990
897,Male,Yes,White,No,No,1947,2001,Yes,26,7,1,1,1982,1988,1988
898,Male,Yes,White,No,Yes,1914,2001,Yes,96,11,0,1,1944,,1951
899,Male,Yes,White,No,Yes,1959,2001,Yes,33,13,2,2,1986,1995,1995
900,Female,Yes,White,No,Yes,1953,2001,Yes,32,4,1,1,1977,1997,1997
901,Female,Yes,Hispanic,No,Yes,1922,2001,Yes,48,12,1,1,1943,1951,1951
902,Female,No,White,Yes,Yes,1921,2001,Yes,8,4,0,2,1952,,1964
903,Male,Yes,White,No,Yes,1917,2001,Yes,13,2,0,0,1956,,
904,Male,Yes,White,Yes,Yes,1916,2001,Yes,92,17,0,3,1946,,1949
905,Male,No,White,No,Yes,1894,1961,No,68,4,0,0,1926,,
906,Female,Yes,White,No,Yes,1902,1954,No,30,4,0,0,1935,,
907,Female,Yes,White,No,Yes,1944,2001,Yes,13,2,0,0,1970,,
908,Male,No,White,Yes,Yes,1944,2001,Yes,8,0,0,1,1989,,1985
909,Female,No,White,No,Yes,1960,2001,Yes,31,4,0,1,1986,,1996
910,Male,Yes,White,No,Yes,1943,2001,Yes,35,4,0,0,1981,,
911,Female,Yes,White,No,Yes,1890,1973,No,10,0,0,0,1962,,
912,Female,Yes,White,Yes,Yes,1921,1995,No,59,8,0,1,1937,,1957
913,Male,Yes,White,No,No,1943,2001,Yes,54,9,0,0,1972,,
914,Male,Yes,White,No,No,1899,1972,No,224,14,0,0,1928,,
915,Male,Yes,White,No,Yes,1936,2001,Yes,58,14,0,0,1970,,
916,Female,Yes,White,No,Yes,1970,2001,Yes,35,10,0,0,1988,,
917,Female,Yes,White,Yes,Yes,1917,2001,Yes,46,3,0,0,1937,,
918,Male,Yes,White,No,No,1946,2001,Yes,14,2,0,0,1974,,
919,Male,Yes,White,No,Yes,1915,1996,No,33,7,0,0,1952,,
920,Male,Yes,White,No,Yes,1914,1975,No,43,2,0,1,1941,,1946
921,Male,Yes,White,No,Yes,1881,1951,No,85,12,0,0,1922,,
922,Female,Yes,White,No,Yes,1966,2001,Yes,27,3,0,1,1973,,1991
923,Female,Yes,White,Yes,Yes,1924,2001,Yes,48,10,0,1,1944,,1948
924,Male,Yes,White,No,Yes,1961,2001,Yes,39,10,0,1,1975,,1993
925,Male,No,White,Yes,Yes,1928,1973,No,57,5,0,1,1948,,1959
926,Male,No,White,No,Yes,1907,1989,No,117,32,1,10,1930,1948,1939
927,Male,No,Multiracial,No,Yes,1953,2001,Yes,17,1,0,0,1974,,
928,Male,Yes,White,No,No,1896,1960,No,7,0,0,1,1930,,1930
929,Female,Yes,White,No,Yes,1887,1971,No,30,5,0,0,1913,,
930,Female,Yes,White,Yes,Yes,1927,2001,Yes,74,9,1,4,1951,1975,1951
931,Male,Yes,White,Yes,Yes,1911,1976,No,75,10,0,2,1937,,1954
932,Male,Yes,White,No,Yes,1924,1987,No,70,15,1,1,1951,1965,1965
933,Female,Yes,White,No,Yes,1906,1982,No,69,10,0,0,1929,,
934,Female,Yes,White,No,Yes,1935,1991,No,61,15,0,1,1957,,1962
935,Male,Yes,White,No,Yes,1926,1999,No,23,4,0,0,1959,,
936,Male,No,White,Yes,Yes,1899,1982,No,10,6,0,1,1946,,1974
937,Male,Yes,White,No,No,1898,1968,No,38,3,0,1,1929,,1964
938,Male,Yes,White,No,Yes,1908,1991,No,12,5,0,0,1968,,
939,Male,Yes,White,Yes,Yes,1911,1986,No,94,11,0,0,1933,,
940,Female,Yes,White,No,Yes,1945,2001,Yes,23,3,0,0,1968,,
941,Female,Yes,White,No,Yes,1938,2001,Yes,26,1,0,0,1949,,
942,Female,No,White,No,Yes,1955,2001,Yes,19,5,0,1,1976,,1989
943,Male,Yes,White,No,Yes,1905,1978,No,56,9,0,1,1935,,1947
944,Male,No,White,No,Yes,1920,2001,Yes,61,11,0,0,1952,,
945,Male,No,White,Yes,No,1938,1988,No,9,2,0,1,1963,,1971
946,Male,No,White,No,No,1926,1984,No,16,6,0,0,1968,,
947,Male,Yes,White,No,Yes,1974,2001,Yes,13,2,0,1,1991,,1993
948,Female,Yes,White,No,Yes,1923,1983,No,15,2,0,0,1957,,
949,Female,Yes,White,No,Yes,1946,2001,Yes,48,5,0,1,1964,,1982
950,Female,Yes,White,No,Yes,1958,2001,Yes,4,0,0,1,1964,,1977
951,Female,No,White,No,Yes,1931,2001,Yes,53,9,0,2,1951,,1953
952,Male,No,White,No,Yes,1902,1978,No,69,5,0,0,1923,,
953,Male,No,White,Yes,Yes,1893,1943,No,30,12,0,2,1930,,1933
954,Male,Yes,White,No,Yes,1908,1996,No,103,10,0,1,1929,,1948
955,Male,Yes,White,No,Yes,1878,1953,No,153,18,0,1,1915,,1929
956,Male,No,White,No,Yes,1952,2001,Yes,39,7,0,1,1979,,1993
957,Female,No,Black,No,Yes,1918,2000,No,36,3,1,1,1956,1964,1964
958,Female,No,White,No,Yes,1896,1994,No,19,8,0,1,1953,,1963
959,Female,Yes,White,No,Yes,1899,1993,No,87,16,0,1,1909,,1946
960,Female,Yes,White,No,No,1939,2001,Yes,25,3,0,1,1973,,1975
961,Female,Yes,White,No,Yes,1959,2001,Yes,44,3,0,1,1970,,1973
962,Female,Yes,White,No,Yes,1942,2001,Yes,8,1,0,0,1967,,
963,Female,Yes,White,No,Yes,1945,2001,Yes,23,2,1,1,1980,1983,1983
964,Female,Yes,White,No,No,1900,1987,No,2,0,0,0,1928,,
965,Female,Yes,White,No,Yes,1948,2001,Yes,32,9,0,1,1976,,1984
966,Female,No,White,No,Yes,1967,2001,Yes,4,3,0,0,1971,,
967,Male,Yes,White,Yes,Yes,1878,1954,No,169,20,1,1,1909,1931,1931
968,Female,No,White,No,Yes,1957,2001,Yes,37,3,0,0,1972,,
969,Female,Yes,White,No,Yes,1961,2001,Yes,12,1,0,0,1972,,
970,Female,Yes,White,No,Yes,1955,2001,Yes,26,4,0,0,1978,,
971,Female,Yes,White,No,Yes,1908,2001,Yes,27,6,0,0,1929,,
972,Female,No,White,No,Yes,1939,2001,Yes,48,9,0,2,1959,,1972
973,Female,Yes,White,No,Yes,1946,2001,Yes,36,8,1,2,1949,1972,1969
974,Male,No,White,No,Yes,1924,2001,Yes,48,4,0,0,1963,,
975,Male,Yes,White,No,Yes,1902,1985,No,111,12,0,0,1935,,
976,Female,Yes,White,No,Yes,1950,2001,Yes,24,5,0,0,1972,,
977,Female,Yes,White,No,Yes,1930,2001,Yes,35,8,0,0,1954,,
978,Female,Yes,White,Yes,Yes,1913,2000,No,101,11,1,2,1921,1947,1947
979,Male,No,White,No,Yes,1915,1987,No,108,9,0,0,1945,,
980,Female,Yes,White,No,Yes,1954,2001,Yes,23,2,0,1,1979,,1990
981,Female,No,White,Yes,Yes,1900,1981,No,5,1,0,1,1931,,1961
982,Male,Yes,White,Yes,Yes,1895,1956,No,71,17,0,1,1921,,1950
983,Male,Yes,White,No,Yes,1936,2001,Yes,82,19,1,1,1961,1982,1982
984,Male,Yes,White,No,Yes,1918,2001,Yes,28,3,0,0,1963,,
985,Female,Yes,White,No,No,1946,2001,Yes,19,3,0,0,1970,,
986,Female,Yes,Multiracial,No,Yes,1902,1962,No,128,7,0,0,1923,,
987,Female,Yes,White,No,Yes,1934,2001,Yes,56,6,1,1,1974,1975,1975
988,Female,Yes,White,Yes,Yes,1878,1965,No,41,6,0,1,1922,,1928
989,Female,No,White,No,No,1879,1962,No,36,11,0,1,1933,,1943
990,Female,No,White,No,Yes,1914,2001,Yes,12,2,2,2,1935,1936,1936
991,Male,Yes,White,No,Yes,1903,1984,No,33,4,0,0,1937,,
992,Male,Yes,White,No,Yes,1905,1967,No,42,5,0,0,1941,,
993,Female,Yes,White,No,Yes,1940,2001,Yes,14,1,0,0,1964,,
994,Female,Yes,White,No,Yes,1930,2001,Yes,19,5,0,1,1968,,1968
995,Female,No,White,No,No,1887,1983,No,3,1,0,1,1931,,1932
996,Female,No,White,No,Yes,1943,2001,Yes,53,8,0,2,1959,,1966
997,Female,No,White,Yes,No,1963,2001,Yes,35,4,0,0,1975,,
998,Male,Yes,White,No,Yes,1935,2001,Yes,115,18,0,0,1969,,
999,Female,Yes,White,No,No,1901,1982,No,29,4,0,0,1928,,
1000,Female,Yes,White,No,No,1942,1999,No,36,8,0,2,1968,,1973
1001,Female,No,White,Yes,Yes,1926,2001,Yes,15,1,0,0,1956,,
1002,Female,Yes,White,Yes,Yes,1910,1992,No,82,8,0,0,1929,,
1003,Female,No,White,No,Yes,1895,1968,No,133,30,0,0,1909,,
1004,Female,Yes,White,No,Yes,1928,1978,No,4,0,0,1,1953,,1953
1005,Female,No,White,No,No,1934,2001,Yes,35,9,2,5,1959,1969,1964
1006,Male,Yes,White,Yes,No,1933,2001,Yes,52,8,0,1,1965,,1966
1007,Male,Yes,White,No,Yes,1907,1992,No,37,9,0,0,1954,,
1008,Male,Yes,White,No,Yes,1910,2001,Yes,145,10,0,0,1932,,
1009,Male,No,White,Yes,Yes,1923,1996,No,121,8,0,3,1949,,1962
1010,Female,Yes,White,No,Yes,1924,2001,Yes,37,4,0,0,1931,,
1011,Female,Yes,White,No,Yes,1959,2001,Yes,44,9,0,1,1978,,1995
1012,Female,Yes,Multiracial,No,Yes,1940,2001,Yes,29,4,0,1,1949,,1985
1013,Female,No,White,No,Yes,1923,1996,No,10,1,0,0,1968,,
1014,Female,No,White,No,Yes,1922,1976,No,32,5,0,1,1948,,1971
1015,Female,No,White,No,No,1906,1996,No,6,1,0,0,1929,,
1016,Female,No,White,No,No,1892,1972,No,47,9,1,1,1937,1963,1963
1017,Female,Yes,White,Yes,Yes,1911,1960,No,17,3,0,1,1933,,1938
1018,Female,Yes,White,No,Yes,1950,2001,Yes,16,0,0,0,1962,,
1019,Female,No,White,No,Yes,1881,1956,No,20,4,0,1,1929,,1941
1020,Female,Yes,White,No,Yes,1935,2001,Yes,45,3,0,0,1955,,
1021,Female,Yes,White,No,No,1929,2001,Yes,8,0,0,0,1948,,
1022,Female,No,White,No,Yes,1876,1949,No,21,9,0,2,1936,,1936
1023,Female,No,White,No,Yes,1926,2001,Yes,50,4,0,0,1948,,
1024,Female,Yes,White,No,Yes,1967,2001,Yes,7,1,0,1,1991,,1996
1025,Female,No,White,Yes,No,1869,1934,No,30,3,1,2,1914,1931,1930
1026,Female,No,White,No,Yes,1922,2001,Yes,15,4,0,0,1956,,
1027,Female,Yes,White,No,Yes,1898,1983,No,3,1,0,0,1926,,
1028,Female,No,White,No,Yes,1944,2001,Yes,36,3,0,1,1969,,1976
1029,Female,No,White,No,Yes,1944,2001,Yes,46,4,0,0,1962,,
1030,Female,Yes,White,No,Yes,1961,2001,Yes,25,3,0,1,1976,,1979
1031,Female,Yes,White,No,No,1924,1981,No,9,1,0,0,1941,,
1032,Female,Yes,White,No,No,1920,2001,Yes,1,0,0,0,1994,,
1033,Female,Yes,White,No,No,1916,1985,No,64,6,0,0,1938,,
1034,Female,Yes,White,No,Yes,1947,2001,Yes,24,4,0,0,1961,,
1035,Female,No,White,No,Yes,1932,2001,Yes,17,2,0,1,1952,,1955
1036,Female,Yes,White,No,Yes,1963,2001,Yes,11,1,0,0,1985,,
1037,Male,No,White,No,Yes,1912,1998,No,58,7,0,0,1936,,
1038,Female,Yes,White,No,Yes,1900,1986,No,19,3,0,0,1946,,
1039,Female,Yes,White,No,No,1890,1975,No,88,12,0,1,1931,,1947
1040,Female,Yes,White,No,Yes,1889,1970,No,59,5,0,2,1917,,1931
1041,Female,Yes,White,No,Yes,1938,2001,Yes,8,1,0,0,1961,,
1042,Female,Yes,White,No,Yes,1965,2001,Yes,9,2,1,1,1986,1986,1986
1043,Female,No,White,No,Yes,1904,1992,No,50,13,0,1,1919,,1931
1044,Male,Yes,White,No,Yes,1924,2001,Yes,45,19,2,8,1950,1954,1951
1045,Female,Yes,White,No,No,1931,2001,Yes,6,5,0,0,1956,,
1046,Female,Yes,White,No,Yes,1917,2001,Yes,74,7,0,0,1935,,
1047,Female,Yes,White,No,Yes,1942,2001,Yes,23,5,0,4,1966,,1973
